M&A SDC Deal Number,Date Announced,Target Full Name,Acquiror Full Name,Date Effective,Acquiror 6-digit CUSIP,Target 6-digit CUSIP,SDC Deal No
3130036020,07/20/2017,BB&T Corp,BB&T Corp,09/30/2017,054937,054937,3130036020
3130280020,07/20/2017,"Bank Mutual Corp,Milwaukee, Wisconsin",Associated Banc-Corp,02/01/2018,045487,063750,3130280020
3129730020,07/19/2017,Winmark Corp,Winmark Corp,08/17/2017,974250,974250,3129730020
3131021020,07/19/2017,Ambac Financial Group Inc,Creditors,02/12/2018,22542Z,023139,3131021020
3131809020,07/19/2017,Synchronoss Technologies Inc,Synchronoss Technologies Inc,07/19/2017,87157B,87157B,3131809020
3135017020,07/19/2017,Cerulean Pharma Inc,Sabrina Martucci Johnson,07/19/2017,7F2503,15708Q,3135017020
3128674020,07/18/2017,Rocket Fuel Inc,Sizmek Inc,09/06/2017,2C2425,773111,3128674020
3129761020,07/18/2017,Energen Corp,Corvex Management LP,07/18/2017,22099Z,29265N,3129761020
3128101020,07/17/2017,Sevcon Inc,BorgWarner Inc,09/28/2017,099724,81783K,3128101020
3150358020,07/14/2017,Federated Premier Intermediate Municipal Income Fund,Federated Premier Intermediate Municipal Income Fund,08/11/2017,31423M,31423M,3150358020
3128623020,07/13/2017,Bioverativ Inc,ValueAct Capital Management LP,07/13/2017,92041M,09075E,3128623020
3419793020,07/13/2017,Globalstar Inc,Creditors,11/26/2019,22542Z,378973,3419793020
3126591040,07/12/2017,Grupo Acosta Verde SA de CV,Equity International Properties Ltd,07/12/2017,29470V,7C3018,3126591040
3125164020,07/10/2017,Hawaiian Telcom Holdco Inc,Cincinnati Bell Inc,07/02/2018,171871,420031,3125164020
3130719020,07/10/2017,Maxwell Technologies Inc,I2BF Global Investments Ltd,07/10/2017,47498K,577767,3130719020
3151670020,07/10/2017,Clough Global Dividend & Income Fund,Clough Global Dividend & Income Fund,11/15/2017,18913Y,18913Y,3151670020
3151693020,07/10/2017,Clough Global Equity Fund,Clough Global Equity Fund,11/15/2017,18914C,18914C,3151693020
3151703020,07/10/2017,Clough Global Opportunities Fund,Clough Global Opportunities Fund,11/15/2017,18914E,18914E,3151703020
3060624020,07/09/2017,ClubCorp Holdings Inc,Apollo Global Management LLC,09/18/2017,037612,18948M,3060624020
3124106020,07/06/2017,HSN Inc,Liberty Interactive Corp,12/29/2017,53071M,404303,3124106020
3124295020,07/06/2017,ORE Holdings Inc,Steel Partners Ltd,08/17/2017,85818F,685775,3124295020
3126112040,07/06/2017,Diageo PLC,Roof Eidam & Maycock,07/06/2017,6F6913,25243Q,3126112040
2760262040,07/04/2017,Worldpay Group PLC,Vantiv Inc,01/16/2018,92210H,0E8794,2760262040
3011695020,07/04/2017,Monogram Residential Trust Inc,Monogram Residential Trust Inc SPV,09/19/2017,6F5198,5C2406,3011695020
3124185040,07/04/2017,Heron Resources Ltd,Castlelake LP,07/04/2017,1C2259,42769X,3124185040
3122717020,07/03/2017,Bankrate Inc,Red Ventures LLC,11/08/2017,75792X,06646V,3122717020
3122743020,07/03/2017,NCI Inc,HIG Capital LLC,08/14/2017,40436F,62886K,3122743020
3123483020,07/03/2017,EQT Corp,JANA Partners LLC,07/03/2017,47081L,26884L,3123483020
3146968020,07/03/2017,Mcdermott International Ltd,Mcdermott International Ltd,07/03/2017,580037,580037,3146968020
3148425040,07/03/2017,Fastbrick Robotics Ltd,Caterpillar Inc,07/04/2017,149123,2E2197,3148425040
3121972020,06/30/2017,"Sun Bancorp Inc,Vineland,New Jersey",OceanFirst Financial Corp,01/31/2018,675234,86663B,3121972020
3121483020,06/29/2017,West Marine Inc,Monomoy Capital Partners LLC,09/14/2017,60983W,954235,3121483020
3088971020,06/28/2017,Staples Inc,Sycamore Partners LLC,09/12/2017,87111Z,855030,3088971020
3120594020,06/28/2017,First Potomac Realty Trust,Government Properties Income Trust,10/02/2017,38376A,33610F,3120594020
3120977020,06/28/2017,"KeyCorp,Cleveland,Ohio","KeyCorp,Cleveland,Ohio",06/30/2018,493267,493267,3120977020
3121045020,06/28/2017,Citigroup Inc,Citigroup Inc,06/30/2018,172967,172967,3121045020
3119961020,06/27/2017,Four Oaks Fincorp Inc,United Community Banks Inc,11/01/2017,90984P,350891,3119961020
3120466020,06/27/2017,Agjunction Inc,Agjunction Inc,06/27/2017,00847V,00847V,3120466020
3120768040,06/27/2017,Sandvine Corp,Francisco Partners Management LP,09/21/2017,35191A,800213,3120768040
3119385020,06/26/2017,Meetinghouse Bancorp Inc,Meridian Bancorp Inc (CoreStates Financial),12/29/2017,589580,58514H,3119385020
3119448040,06/26/2017,Gaming Nation Inc,Orange Capital Special Opportunities Fund LP,11/29/2017,6F2396,36468J,3119448040
3119983020,06/26/2017,Plaza Bank,BayCom Corp,11/03/2017,07272M,6F2680,3119983020
3120644020,06/26/2017,Lifeway Foods Inc,Lifeway Foods Inc,08/02/2017,531914,531914,3120644020
3118738020,06/23/2017,Synchronoss Technologies Inc,Siris Capital Group LLC,02/15/2018,81345C,87157B,3118738020
3120195020,06/23/2017,Store Capital Corp,National Indemnity Co,06/23/2017,63645F,862121,3120195020
3118101020,06/22/2017,EnerNOC Inc,Enel Green Power North America Inc,08/07/2017,30678L,292764,3118101020
3119822020,06/22/2017,Verso Corp,Mudrick Capital Management LP,06/22/2017,7C0967,92531L,3119822020
3101011040,06/21/2017,Home Capital Group Inc,Columbia Insurance Co,06/21/2017,19775T,436913,3101011040
3117739020,06/21/2017,ARI Network Services Inc,True Wind Capital Management LP,08/29/2017,9E3413,001930,3117739020
3116227020,06/19/2017,Hayward Industries Inc,Hayward Industries Inc SPV,08/09/2017,6F0096,421299,3116227020
3116235020,06/19/2017,Rice Energy Inc,EQT Corp,11/13/2017,26884L,762760,3116235020
3116250040,06/19/2017,Novadaq Technologies Inc,Stryker Corp,09/01/2017,863667,66987G,3116250040
3097373020,06/16/2017,Whole Foods Market Inc,Amazon.com Inc,08/28/2017,023135,966837,3097373020
3115718020,06/16/2017,ID Watchdog Inc,Equifax Inc,08/11/2017,294429,4741R1,3115718020
3116182040,06/16/2017,The PAS Group Ltd,Brand Acquisition Co LLC,08/03/2017,5F9880,0C8284,3116182040
3116439020,06/15/2017,"Community First Bank,Florida",First Foundation Inc,12/20/2021,32026V,20365D,3116439020
3120884020,06/15/2017,Immunotech Laboratories Inc,Eco-Petroleum Solutions Inc,06/15/2017,6F3404,45254F,3120884020
3114508020,06/14/2017,Wolverine Bancorp Inc,Horizon Bancorp Inc,10/17/2017,440407,977880,3114508020
3114582020,06/14/2017,Rightside Group Ltd,Donuts Inc,07/28/2017,6E8606,76658B,3114582020
3118476020,06/13/2017,ProPhase Labs Inc,ProPhase Labs Inc,06/13/2017,74345W,74345W,3118476020
3113578020,06/12/2017,Miramar Labs Inc,Sientra Inc,07/25/2017,82621J,60503C,3113578020
3113601020,06/12/2017,"First South Bancorp Inc,Washington,NC",Carolina Financial Corp,11/01/2017,143873,33646W,3113601020
3113830020,06/12/2017,CIM Commercial Trust Corp,CIM Commercial Trust Corp,06/12/2017,125525,125525,3113830020
3115315040,06/12/2017,Changyou.com Ltd,Invesco Ltd,06/12/2017,G491BT,15911M,3115315040
3112909020,06/09/2017,DuPont Fabros Technology Inc,Digital Realty Trust Inc,09/14/2017,253868,26613Q,3112909020
3112975020,06/09/2017,Pandora Media Inc,Sirius XM Holdings Inc,09/22/2017,82968B,698354,3112975020
3115212020,06/07/2017,CalAtlantic Group Inc,CalAtlantic Group Inc,06/14/2017,4E1776,4E1776,3115212020
3111386020,06/06/2017,Albany Molecular Research Inc,Albany Molecular Research Inc SPV,08/31/2017,5F6698,012423,3111386020
3110980040,06/05/2017,Trendit Ltd,Zone Technologies Inc,06/05/2017,6E3893,2E5700,3110980040
3111073020,06/05/2017,Forestar Group Inc,DR Horton Inc,10/05/2017,23331A,346232,3111073020
3110385020,06/02/2017,Precision Auto Care Inc,Icahn Automotive Group LLC,07/28/2017,5F5699,74018R,3110385020
4235776020,05/31/2017,Apple Inc,Apple Inc,08/31/2017,037833,037833,4235776020
3108886020,05/30/2017,Xactly Corp,Vista Equity Partners Management LLC,07/31/2017,93030H,98386L,3108886020
3108658020,05/29/2017,CardConnect Corp,First Data Corp,06/06/2017,32008D,14141X,3108658020
3106786020,05/24/2017,Fidelity & Guaranty Life,CF Corp,11/30/2017,5E2972,315785,3106786020
3107448040,05/24/2017,Tembec Inc,Rayonier Advanced Materials Inc,11/20/2017,75508B,87974D,3107448040
3106525020,05/23/2017,Lafayette Community Bancorp,Horizon Bancorp Inc,09/01/2017,440407,50689Z,3106525020
3105596020,05/22/2017,Nutraceutical International Corp,HGGC LLC,08/23/2017,4A3308,67060Y,3105596020
3105636020,05/19/2017,"Xenith Bankshares Inc,Richmond,VA",Union Bankshares Corp,01/01/2018,90662P,7E7153,3105636020
3104445040,05/18/2017,ViXS Systems Inc,Pixelworks Inc,08/02/2017,72581M,92856A,3104445040
3108095020,05/18/2017,Penntex Midstream Partners LP,Energy Transfer Partners LP,06/30/2017,4F7384,709311,3108095020
3113212020,05/18/2017,Delaware Investments Dividend & Income Fund Inc,Delaware Investments Dividend & Income Fund Inc,07/07/2017,245915,245915,3113212020
3103245020,05/16/2017,WashingtonFirst Bankshares Inc,Sandy Spring Bancorp Inc,01/01/2018,800363,940730,3103245020
3103335020,05/16/2017,Yahoo! Inc,Yahoo! Inc,06/22/2017,984332,984332,3103335020
3160580020,05/16/2017,GulfMark Offshore Inc,Creditors,11/14/2017,22542Z,402629,3160580020
3106469020,05/14/2017,Katy Industries Inc,Jansan Acquisition LLC,07/24/2017,5F3208,486026,3106469020
2639238040,05/12/2017,WesternZagros Resources Ltd,Crest Energy International LLC,07/25/2017,22493W,960008,2639238040
3102692020,05/12/2017,Tidewater Inc,Creditors,07/31/2017,22542Z,88642R,3102692020
3101965040,05/11/2017,Lonestar West Inc,Clean Harbors Inc,07/17/2017,184496,54238U,3101965040
3101754040,05/10/2017,Dignita Systems AB,1A Smart Start LLC,07/07/2017,0E8884,9E0795,3101754040
3101868040,05/10/2017,Continental Gold Inc,Newmont Mining Corp,05/18/2017,651639,21146A,3101868040
3187942020,05/10/2017,Fidelity National Financial Inc,Fidelity National Financial Inc,11/20/2017,31620R,31620R,3187942020
3098110020,05/09/2017,West Corp,Apollo Global Management LLC,10/10/2017,037612,952355,3098110020
3101884020,05/09/2017,Surgery Partners Inc,Bain Capital Private Equity LP,08/31/2017,2F6534,86881A,3101884020
3055091020,05/08/2017,Kate Spade & Co,Coach Inc,07/11/2017,189754,5C8799,3055091020
3101364040,05/08/2017,Harmony Gold Mining Co Ltd,Van Eck Associates Corp,05/08/2017,93520Z,413216,3101364040
3100226020,05/07/2017,Care Capital Properties Inc,Sabra Health Care REIT Inc,08/17/2017,78573L,141624,3100226020
3099737020,05/05/2017,VWR Corp,Avantor Performance Materials Holdings LLC,11/21/2017,06387P,91843L,3099737020
3102325020,05/05/2017,Advanced Emissions Solutions Inc,Advanced Emissions Solutions Inc,06/13/2017,00770C,00770C,3102325020
3099495020,05/04/2017,Capital Bank Financial Corp,First Horizon National Corp,11/30/2017,320517,139794,3099495020
3099515040,05/04/2017,Hoteles City Express SAB de CV,Jaguar Growth Partners LLC,05/04/2017,3C7100,4A0330,3099515040
3099775020,05/04/2017,RH,RH,07/14/2017,761283,761283,3099775020
3100597020,05/04/2017,North American Cannabis Holdings Inc,American Cannabis Innovations Conglomerated,06/07/2017,4F9436,8C9124,3100597020
3100599020,05/04/2017,Puration Inc,American Cannabis Innovations Conglomerated,06/02/2017,4F9436,74609P,3100599020
3099763020,05/03/2017,Sentio Healthcare Properties Inc,Kayne Anderson Real Estate Advisors LLC,08/31/2017,48030C,84229C,3099763020
3106253020,05/03/2017,Align Technology Inc,Align Technology Inc,10/03/2017,016255,016255,3106253020
3101627020,05/02/2017,Capital Banksan Juan Capistranocalifornia,Seacoast Commerce Banc Holdings,10/01/2017,81171B,139089,3101627020
2788743020,05/01/2017,ASB Bancorp Inc,First Bancorp Inc,10/01/2017,318668,00213T,2788743020
3098304020,05/01/2017,Jive Software Inc,Wave Systems Corp,06/12/2017,943526,47760A,3098304020
3098448020,05/01/2017,Angie's List Inc,HomeAdvisor Inc,09/29/2017,0C4223,034754,3098448020
3098986020,05/01/2017,Advent Claymore Convertible Securities and Income Fund,Advent Claymore Convertible Securities and Income Fund,09/12/2017,00764C,00764C,3098986020
3100248020,05/01/2017,Advent Claymore Convertible Securities & Income Fund II,Advent Claymore Convertible Securities & Income Fund II,09/12/2017,007639,007639,3100248020
3097435020,04/27/2017,"Park Sterling Corp,Charlotte,NC",South State Corp,11/30/2017,840441,70086Y,3097435020
3097445040,04/27/2017,Zazu Metals Corp,Solitario Exploration & Royalty Corp,07/13/2017,8342EP,989197,3097445040
3097460020,04/27/2017,Paragon Commercial Corp,TowneBank,01/29/2018,89214P,69911U,3097460020
3097471040,04/27/2017,Canam Group Inc,Investor Group,07/01/2017,46145M,13710C,3097471040
3098202020,04/27/2017,"Folsom Lake Bank,Folsom,CA",Central Valley Community Bancorp,10/01/2017,155685,4F7428,3098202020
3098314020,04/27/2017,Fifth Third Bancorp,Fifth Third Bancorp,07/26/2017,316773,316773,3098314020
3100774040,04/27/2017,Cleantech Solutions International Inc,YSK 1860 Investment Co Ltd,04/27/2017,5E5518,18451N,3100774040
3114335020,04/26/2017,Lattice Biologics Ltd,Creditors,06/13/2017,22542Z,518410,3114335020
3116601020,04/26/2017,Arsanis Inc,Investor Group,04/26/2017,46145M,042873,3116601020
3096518020,04/25/2017,AdvancePierre Foods Holdings Inc,Tyson Foods Inc,06/07/2017,902494,00782L,3096518020
3096585020,04/25/2017,Straight Path Communications Inc,Verizon Communications Inc,02/28/2018,92343V,862578,3096585020
3064362020,04/24/2017,FelCor Lodging Trust Inc,Rlj Lodging Trust,09/01/2017,74965L,31430F,3064362020
3095858040,04/24/2017,Kennedy Wilson Europe Real Estate Plc,Kennedy Wilson Holdings Inc,10/20/2017,489398,8A9319,3095858040
3097127020,04/24/2017,OCB Bancorp,Bank Of The Sierra,10/02/2017,82620P,4F6580,3097127020
3098710040,04/24/2017,Almonty Industries Inc,Global Tungsten & Powders Corp,04/24/2017,68870R,020398,3098710040
3095587020,04/23/2017,CR Bard Inc,Becton Dickinson & Co,12/29/2017,075887,067383,3095587020
3111942040,04/21/2017,WS Atkins PLC,Elliott Capital Advisors LP,04/21/2017,2Q4545,92954H,3111942040
3094688020,04/20/2017,HCSB Financial Corp,United Community Banks Inc,07/31/2017,90984P,40413R,3094688020
3094821020,04/20/2017,CBT Financial Corp,Riverview Financial Corp,10/01/2017,76940P,18501A,3094821020
3094882020,04/20/2017,CSX Corp,CSX Corp,10/17/2017,126408,126408,3094882020
3095078020,04/20/2017,Visa Inc,Visa Inc,02/28/2019,92826C,92826C,3095078020
3095288040,04/20/2017,Combat Drugs Ltd,Janakiram Ajjarapu,08/29/2017,4F5690,20009M,3095288040
3093225020,04/17/2017,MOCON Inc,AMETEK Inc,06/22/2017,031100,607494,3093225020
3093456040,04/17/2017,Hugel Inc,Leguh Issuer Designated Activity Co Ltd,07/14/2017,5F6162,5A9985,3093456040
3093463040,04/17/2017,Hugel Inc,Leguh Issuer Designated Activity Co Ltd,07/14/2017,5F6162,5A9985,3093463040
3138151020,04/17/2017,Western Refining Logistics LP,Tesoro Logistics LP,10/30/2017,88160T,95931Q,3138151020
3093552040,04/13/2017,Nexvet Biopharma PLC,Zoetis Bidco,07/31/2017,4F4586,G6503X,3093552040
3092096020,04/12/2017,Cornerstone Bancorp,First Community Corp,10/20/2017,319835,21893W,3092096020
3138913020,04/12/2017,Nuverra Environmental Solutions Inc,Creditors,08/07/2017,22542Z,67091K,3138913020
3091428020,04/11/2017,UCP Inc,Century Communities Inc,08/04/2017,156504,90265Y,3091428020
3091542020,04/11/2017,Community Bank of Bergen,Sussex Bancorp,01/04/2018,869245,20347K,3091542020
3096378020,04/11/2017,Advanced Environmental Petroleum Producers Inc,Oncolix Inc,04/11/2017,4F6222,00773M,3096378020
3090862020,04/10/2017,Intrawest Resorts Holdings Inc,Hawk Holding Co LLC,07/31/2017,4F2867,7A1685,3090862020
3090994020,04/10/2017,Swift Transportation Co,Knight Transportation Inc,09/10/2017,499064,U86829,3090994020
3091154020,04/10/2017,RetailMeNot Inc,Harland Clarke Holdings Corp,05/23/2017,412690,76132B,3091154020
3090627040,04/09/2017,LifeWatch AG,Cardiac Monitoring Holding Co LLC,07/12/2017,4F2987,5E1114,3090627040
3116654020,04/07/2017,AM Castle & Co,Creditors,08/31/2017,22542Z,148411,3116654020
3089692020,04/06/2017,CU Bancorp,PacWest Bancorp,10/20/2017,695263,126534,3089692020
3088813020,04/04/2017,General Communication Inc,Liberty Interactive Corp,03/08/2018,53071M,369385,3088813020
3089766020,04/03/2017,Xtreme Drilling Corp,Xtreme Drilling Corp,06/07/2017,98419V,98419V,3089766020
3089850040,04/03/2017,The Byke Hospitality Ltd,Grandeur Peak Global Advisors LLC,04/03/2017,4F2191,06460R,3089850040
3098190020,04/03/2017,Boart Longyear Ltd,Creditors,09/01/2017,22542Z,096640,3098190020
3087888020,03/31/2017,TRC Cos Inc,New Mountain Partners IV LP,06/21/2017,4F0934,872625,3087888020
3088922040,03/31/2017,Vista Pharmaceuticals Ltd,Vista Pharmaceuticals Inc,03/31/2017,93093M,92756E,3088922040
3088265020,03/30/2017,Empire Resources Inc,Ta Chen Investment Corp,05/05/2017,4F1363,29206E,3088265020
3113248020,03/30/2017,Chesapeake Energy Corp,Chesapeake Energy Corp,05/15/2017,165167,165167,3113248020
3086387020,03/29/2017,EXAR Corp,MaxLinear Inc,05/11/2017,57776J,300645,3086387020
3086504020,03/29/2017,"Bucks County Bank,Doylestown,PA","First Bank,Hamilton,NJ",09/18/2017,4A9869,3F9902,3086504020
3086635020,03/29/2017,The Scottdale Bank & Trust Co,Mid Penn Bancorp Inc,01/08/2018,59540G,3F9949,3086635020
3087126020,03/29/2017,Great Elm Capital Group Inc,Great Elm Capital Group Inc,05/15/2017,39036P,39036P,3087126020
3087219020,03/28/2017,Swiss Helvetia Fund Inc,Swiss Helvetia Fund Inc,04/24/2017,870875,870875,3087219020
3085385020,03/27/2017,"Stonegate Bank,Fort Lauderdale,Florida",Home BancShares Inc,09/26/2017,436893,861811,3085385020
3085966020,03/27/2017,Power Solutions International Inc,Weichai America Corp,04/03/2017,3F9378,73933G,3085966020
3189756040,03/27/2017,Quabit Inmobiliaria SA,Avenue Europe International Management LP,03/27/2017,0H6044,76456W,3189756040
3084886040,03/25/2017,OM Asset Management PLC,HNA Capital (US) Holding LLC,05/12/2017,2F1908,3C4483,3084886040
3085349040,03/25/2017,OM Asset Management PLC,HNA Capital (US) Holding LLC,11/10/2017,2F1908,3C4483,3085349040
3087714020,03/24/2017,Ruby Tuesday Inc,Leon Capital Group LLC,03/24/2017,7F9990,781182,3087714020
3083744040,03/23/2017,Uniwheels AG,Superior Industries International Inc,05/30/2017,868168,6C9356,3083744040
3083828040,03/23/2017,Uniwheels AG,Superior Industries International Inc,05/30/2017,868168,6C9356,3083828040
3084120020,03/23/2017,GlobeImmune Inc,Nantcell Inc,03/27/2017,8C7401,37957B,3084120020
3084133020,03/23/2017,Centerpointe Community Bank,"Northwest Bancorp Inc,Spokane,WA",07/14/2017,667337,15200G,3084133020
3087635020,03/23/2017,Altisource Asset Management Corp,Altisource Asset Management Corp,03/23/2017,02153X,02153X,3087635020
3084404040,03/22/2017,Azimut Holding SpA,BlackRock Inc,03/22/2017,09247X,30350C,3084404040
3098923020,03/22/2017,P10 Industries Inc,Creditors,05/04/2017,22542Z,00504W,3098923020
3082251020,03/20/2017,"Mountain Valley Bancshares Inc,Cleveland,Georgia",Piedmont Bancorp Inc,09/06/2017,3F7375,3F6765,3082251020
3081834040,03/19/2017,Dominion Diamond Corp,The Washington Cos,11/01/2017,3F6495,8E3014,3081834040
3081741020,03/17/2017,Wells Financial Corp,"Citizens Community Bancorp Inc,Eau Claire,Wisconsin",08/18/2017,17453V,949759,3081741020
3082484020,03/17/2017,Advanced Environmental Recycling Technologies Inc,Oldcastle Architectural Inc,05/01/2017,3F6782,007947,3082484020
3080522020,03/15/2017,Patriot Federal Bank,Kinderhook Bank Corp,11/10/2017,494555,3F5593,3080522020
3080714020,03/15/2017,KCG Holdings Inc,Virtu Financial Inc,07/20/2017,928254,48244B,3080714020
3086813020,03/15/2017,Eldorado Resorts Inc,Hotel Casino Management Inc,03/15/2017,4F0093,28470R,3086813020
3093103020,03/15/2017,Consolidated-Tomoka Land Co,Consolidated-Tomoka Land Co,04/10/2019,210226,210226,3093103020
3066079020,03/14/2017,Air Methods Corp,American Securities LLC,04/21/2017,02956R,009128,3066079020
3080546020,03/14/2017,GrowGeneration Corp,Merida Capital Holdings,03/14/2017,3F5630,39986L,3080546020
3085088020,03/14/2017,RLJ Entertainment Inc,Teton Advisors Inc,03/14/2017,9F7226,74965F,3085088020
3065006040,03/13/2017,DH Corp,Vista Equity Partners Management LLC,06/13/2017,93030H,23290R,3065006040
3079335040,03/13/2017,Mobileye NV,Cyclops Holdings Inc,09/01/2017,3F4787,N51488,3079335040
3079567020,03/13/2017,CarePayment Technologies Inc,CarePayment technologies Inc SPV,03/13/2017,3F6057,14173D,3079567020
3080008020,03/13/2017,Symantec Corp,Symantec Corp,05/31/2017,871503,871503,3080008020
3086835020,03/13/2017,Banc of California Inc,Legion Partners LLC,03/13/2017,4C5046,05990K,3086835020
3153681040,03/13/2017,RIWI Corp,Impala Asset Management Llc,03/13/2017,8F4961,749601,3153681040
3081704020,03/10/2017,Bridgepoint Education Inc,Bridgepoint Education Inc,03/10/2017,10807M,10807M,3081704020
3083491020,03/10/2017,Del Frisco's Restaurant Group LLC,Del Frisco's Restaurant Group LLC,03/10/2017,245077,245077,3083491020
3091514020,03/09/2017,Medite Cancer Diagnostics Inc,BlackRock Inc,03/09/2017,09247X,58503D,3091514020
3081220040,03/08/2017,Benitec Biopharma Ltd,Nant Capital LLC,03/13/2017,9E8662,Q14711,3081220040
3077185020,03/07/2017,Handy & Harman Ltd,Steel Partners Holdings LP,10/12/2017,85814R,410306,3077185020
3077332020,03/07/2017,Nimble Storage Inc,Hewlett Packard Enterprise Co,04/17/2017,42824C,65440R,3077332020
3077333020,03/07/2017,Astoria Financial Corp,Sterling Bancorp,10/02/2017,85917A,046265,3077333020
3078063020,03/07/2017,Eco-Stim Energy Solutions Inc,Fir Tree Partners LP,03/07/2017,31810Z,27888D,3078063020
3087010020,03/07/2017,BWX Technologies Inc,Blue Harbour Group LP,03/07/2017,0C9068,05605H,3087010020
3076936020,03/06/2017,Eco-Stim Energy Solutions Inc,Fir Tree Partners LP,03/06/2017,31810Z,27888D,3076936020
3077624020,03/06/2017,Zivo Bioscience Inc,Zivo Bioscience Inc,03/06/2017,98978N,98978N,3077624020
3086748020,03/02/2017,Yuma Energy Inc,Red Mountain Capital Partners LLC,03/02/2017,75678X,98872F,3086748020
3077370020,03/01/2017,Education Management Corp,Dream Center Foundation,10/17/2017,3F3375,28139T,3077370020
3099341020,03/01/2017,Albemarle Corp,Albemarle Corp,08/07/2017,012653,012653,3099341020
3075099040,02/28/2017,Nesscap Energy Inc,Maxwell Technologies Inc,04/28/2017,577767,64105A,3075099040
3075522020,02/28/2017,Ladder Capital Corp,Related Cos LP,02/28/2017,82926V,505743,3075522020
3076020020,02/28/2017,Rocky Mountain High Brands Inc,LSW Holdings LLC,02/28/2017,3F2460,77471R,3076020020
3215374020,02/28/2017,ULURU Inc,Velocitas Partners LLC,04/03/2017,2H4150,90403T,3215374020
4235114020,02/28/2017,Apple Inc,Apple Inc,05/31/2017,037833,037833,4235114020
3074883020,02/27/2017,Humana Inc,Humana Inc,08/28/2017,444859,444859,3074883020
3114766020,02/27/2017,NI Holdings Inc,Employee Stock Ownership Plan,02/27/2017,29216Q,0F4006,3114766020
3082488020,02/25/2017,Vanguard Natural Resources Inc,Creditors,08/01/2017,22542Z,92205F,3082488020
3121199020,02/24/2017,GoGo Baby Inc,Omega Commercial Finance Corp,02/24/2017,68207V,2C9452,3121199020
3073497040,02/23/2017,Halogen Software Inc,Saba Software Inc,05/01/2017,784932,40637V,3073497040
3074390020,02/23/2017,Quintiles IMS Holdings Inc,Quintiles IMS Holdings Inc,02/28/2017,74876Y,74876Y,3074390020
3079734020,02/23/2017,Natural Resource Partners LP,Creditors,03/02/2017,22542Z,63900P,3079734020
3080609020,02/23/2017,RH,RH,05/04/2017,761283,761283,3080609020
3087210020,02/23/2017,Internap Corp,GAMCO Asset Management Inc,02/23/2017,35828L,45885A,3087210020
3069754020,02/21/2017,Popeyes Louisiana Kitchen Inc,Burger King Worldwide Inc,03/27/2017,7N0944,2C3755,3069754020
3072510020,02/21/2017,Delta Natural Gas Co Inc,Peoples Natural Gas Co,09/20/2017,70796H,247748,3072510020
3072515020,02/21/2017,FBR & Co,B Riley Financial Inc,06/01/2017,05580M,30247C,3072515020
3073538020,02/21/2017,Home Depot Inc,Home Depot Inc,12/06/2017,437076,437076,3073538020
3071666020,02/17/2017,Sound Banking Co,Integrated Financial Holdings Inc,09/05/2017,45827J,82829C,3071666020
3072587020,02/17/2017,Independent Alliance Banks Inc,First Merchants Corp,07/17/2017,320817,1C0166,3072587020
3076115020,02/17/2017,Gastar Exploration Inc,Ares Management Corp,03/03/2017,03990B,8A8447,3076115020
3071142020,02/15/2017,MDC Partners Inc,Broad Street Principal Investments LLC,03/07/2017,0C9335,552697,3071142020
3077427020,02/15/2017,JetPay Corp,JetPay Corp,02/15/2017,477177,477177,3077427020
3081144020,02/15/2017,Tripadvisor Inc,Tripadvisor Inc,06/30/2017,896945,896945,3081144020
3084317020,02/15/2017,Harvest Capital Credit Corp,Joseph A. Jolson,02/15/2017,3F8236,41753G,3084317020
3070009020,02/14/2017,Cynosure Inc,Hologic Inc,03/22/2017,436440,232577,3070009020
3070211040,02/14/2017,TIO Networks Corp,PayPal Holdings Inc,07/18/2017,70450Y,887694,3070211040
3070443020,02/14/2017,Procter & Gamble Co,Trian Fund Management LP,02/14/2017,89599T,742718,3070443020
3075674020,02/14/2017,Ferro Corp,Ferro Corp,02/14/2017,315405,315405,3075674020
3069564020,02/13/2017,ZELTIQ Aesthetics Inc,Allergan Plc,04/28/2017,G0177J,98933Q,3069564020
3069682040,02/13/2017,RDM Corp,Deluxe Corp,04/04/2017,248019,748934,3069682040
3069696020,02/13/2017,GigPeak Inc,Integrated Device Technology Inc,04/04/2017,458118,37517Y,3069696020
3069063040,02/10/2017,Euro Disney SCA,Investor Group,02/15/2017,46145M,29872N,3069063040
3069082040,02/10/2017,Euro Disney SCA,Investor Group,06/19/2017,46145M,29872N,3069082040
3070056020,02/09/2017,SkyWest Inc,SkyWest Inc,02/05/2018,830879,830879,3070056020
3071519020,02/09/2017,Advanced Drainage Systems Inc,Advanced Drainage Systems Inc,02/03/2022,00790R,00790R,3071519020
3068431020,02/08/2017,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,11/01/2017,192446,192446,3068431020
3070505020,02/08/2017,Viking Therapeutics Inc,POC Capital LLC,02/08/2017,2F8743,92686J,3070505020
3067622020,02/06/2017,Allison Transmission Holdings Inc,Allison Transmission Holdings Inc,02/08/2017,01973R,01973R,3067622020
3067871020,02/06/2017,Violin Memory Inc,Creditors,04/21/2017,22542Z,92763A,3067871020
3068612020,02/06/2017,First Community Financial Partners Inc,First Busey Corp,07/03/2017,319383,31985Q,3068612020
3068994020,02/06/2017,ICTV Brands Inc,Investor Group,02/06/2017,46145M,44931J,3068994020
3088399020,02/06/2017,Virtus Total Return Fund,Zweig Fund Inc,04/03/2017,989834,25537T,3088399020
